Group,Part Number,Known As,Description,Reco,Hold,Quar,RECOLEICS,HoldLeics,QuarLeics,Thorn,ExtLeics,MTS,Ryr,May,Apr,Mar,Feb,Jan,Dec,Nov,Oct,Sep,Aug,Jul,Jun,Min,Max,Range
TURB,RCT30224REB,750952-5017S-REB,BMW 120D 2.0LD 161HP 2004-2005 REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
OLDUNIT,RCT30226OU,801891-5001S-OU,801891-5001S Old Core Unit,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
TURB,RCT30225REB,757042-5018S-REB,Audi/Skoda/VW/Seat 2.0L 170BHP REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30226AG,801891-5001S-AG,801891-5001S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30226BNU-MEL,801891-5001S-BNU-MEL,New Turbocharger 801891-5001S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30226BNU-OEM,801891-5001S-BNU-OEM,Toyota Rav4 D-4D 2.0LD 114HP New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
AGCHRA,RCT30225AG,757042-5018S-AG,757042-5018S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30225BNU-MEL,757042-5018S-BNU-MEL,New Turbocharger 757042-5015S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30225BNU-OEM,757042-5018S-BNU-OEM,Audi/Skoda/VW/Seat 2.0L 170BHP New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
PIPE,RCT30225FP,757042-5018S-FP,757042-18 765261-8 OIL FEED PIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,
PIPE,RCT30225FP2,757042-5015S-FP,756867-1/2/3 757042-15 765261-2-8 OIL FEED PIPE,32,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,
GASK,RCT30225GSK,,USE RCT30068GSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30229BNU-OEM,807068-5002S-BNU-OEM,Alfa/Fiat New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
TURB,RCT30228REB,B100101-REB,Ford EcoBoost 1.0p 100hp 2012> REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
REPKIT,RCT30228REP,B100101-REPKIT,B100101 1761178 CHRA REPAIR KIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,
TH,RCT30228TH,B100101-TH,B100101 TURBINE HOUSING,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,
AGCHRA,RCT30229AG,807068-5002S-AG,807068-5002S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FLAP,RCT30228FLP,B100101-FLP,B100101 Wastegate Flapper Repair Kit,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,
CH,RCT30228CH,B100101-CH,B100101-Compressor Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,
TURB,RCT30230BNU,,USE RCT30230BNU-ZC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30230BNU-OEM,821942-5011S-BNU-OEM,Vauxhall Renault 1.6d 118-138hp 2014> LP SIDE New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
TURB,RCT30229REB,807068-5002S-REB,Alfa/Fiat REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30230REB,821942-5011S-REB,Vauxhall Renault 1.6d 118-138hp 2014> LP SIDE REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30231AG,774193-5004S-AG,774193-5004S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30231BNU-OEM,774193-5004S-BNU-OEM,Renault Megane 1.9 New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30231OU,774193-5004S-OU,774193-5004S Old Core Unit,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
AGCHRA,RCT30234AG,814698-5002S-AG,814698-5002S A Grade CHRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30234BNU,814698-5002S-BNU,Vauxhall Astra 1.6d Brand New Turbo  WATER COOLED -5002S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU
TURB,RCT30234BNU-OEM,814698-5002S-BNU-OEM,Vauxhall Astra 1.6d WATER COOLED  New OEM Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
IG,RCT30230Q,821942-5011S-Q,821942-5011S Q Penny Insert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AGCHRA,RCT30233AG,818987-5001S-AG,818987-5001S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30233BNU-OEM,818987-5001S-BNU-OEM,Audi Seat 2.0d 163-177hp 2008> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
TURB,RCT30231REB,774193-5004S-REB,Renault Megane 1.9 REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30232AG,702989-5006S-AG,702989-5006S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30232BNU-OEM,702989-5006S-BNU-OEM,Iveco Eurocargo 3.9 New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
TURB,RCT30236REB,776469-5005S-REB,Audi 3.0d 211-240hp 2007> REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30237AG,785437-5002S-AG,785437-5002S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30237BNU-OEM,785437-5002S-BNU-OEM,Renault Megane 2.0L New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30237OU,785437-5002S-OU,785437-5002S Old Core Unit,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30237R,785437-5002S,Renault Megane 2.0L Remanufactured Turbo,4,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,1,REMAN
TURB,RCT30237REB,785437-5002S-REB,Renault Megane 2.0L REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30238AG,763980-5007S-AG,763980-5007S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30238BNU-OEM,763980-5007S-BNU-OEM,Renault Megane Scenic 763980-5007S New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
TURB,RCT30234REB,814698-5002S-REB,Vauxhall Astra 1.6d REBUILT Turbo WATER COOLED -5002S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGPARTS,RCT30234TW,814698-TW,814698 TURBINE WHEEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,
AGCHRA,RCT30235AG,802419-5002S-AG,802419-5002S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30235BNU-OEM,802419-5002S-BNU-OEM,Ford Mondeo III 2.0 TDCi New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30235OU,802419-5002S-OU,802419-5002S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30235R,802419-5002S,Ford Mondeo III 2.0 TDCi Remanufactured Turbo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30235REB,802419-5002S-REB,Ford Mondeo III 2.0 TDCi REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30239BNU-OEM,765156-5008S-BNU-OEM,Mercedes-PKW S-Klasse 320 CDI New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30239OU,765156-5008S-OU,765156-5008S Old Core Unit,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
OLDUNIT,RCT30236OU,776469-5005S-OU,776469-5005S Old Core Unit,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TURB,RCT30240BNU,,USE RCT30240BNU-ZC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30240BNU-MEL,798128-5006S-BNU-MEL,New Turbocharger 798128-5006S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30240BNU-OEM,798128-5006S-BNU-OEM,Citroen Peugeot Fiat 2.2d 131-150hp 2011> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30238OU,763980-5007S-OU,763980-5007S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30238R,763980-5007S,Renault Megane Scenic 763980-5007S Remanufactured Turbo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30238REB,763980-5007S-REB,Renault Megane Scenic 763980-5007S REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
ACT,RCT30239ACT,765156-5008S-ACT,765156-5008S ACTUATOR DNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AGCHRA,RCT30239AG,765156-5008S-AG,765156-5008S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30239BNU,765156-5008S-BNU,Mercedes-PKW S-Klasse 320 CDI>Brand New Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,BNU
AGCHRA,RCT30236AG,776469-5005S-AG,776469-5005S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLDUNIT,RCT30234OU,814698-5002S-OU,814698-5002S Old Core Unit,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
ACTPART,RCT30242ACTGRB,777853-5013S-ACTGRB,ACT Gearbox (777853-5005/6/10/11/13S),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
AGCHRA,RCT30242AG,777853-5013S-AG,777853-5013S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30242BNU,777853-5013S-BNU,BMW 3/5/7 SERIES New Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU
TURB,RCT30242BNU-OEM,777853-5013S-BNU-OEM,BMW 3/5/7 SERIES New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
TURB,RCT30240REB,798128-5006S-REB,Citroen Peugeot Fiat 2.2d 131-150hp 2011> REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30241AG,,USE RCT30240AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30241BNU-OEM,465379-5003S-BNU-OEM,Iveco Euro Cargo 3.9d 134hp 1991> New OEM Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30241OU,,USE RCT30240OU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30241R,,USE RCT30240R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REMAN
TURB,RCT30241REB,,USE RCT30240REB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30239REB,765156-5008S-REB,Mercedes-PKW S-Klasse 320 CDI Turbo REBUILT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30207BNU-MEL,810358-5005S-BNU-MEL,Mazda CX5 2.2d 175hp 2011> New Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30207BNU-OEM,810358-5004S-BNU-OEM,Mazda CX5 2.2d 175hp 2011> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
AGCHRA,RCT30207AGHP,810356-5002S-AGHP,810356-5001S (HP SIDE OF 810358) A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PIPE,RCT30207FP,810358-5004S-FP,810358-5004S 810356-1 810357-2 OIL FEED PIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,
TURB,RCT30207HP-BNU-MEL,810356-0002-HP-BNU-MEL,Mazda CX5 2.2d 175hp 2011> (HP SIDE) New Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-MEL
TURB,RCT30207LP-BNU-MEL,810357-0002-LP-BNU-MEL,Mazda CX5 2.2d 175hp 2011> (LP SIDE) New Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-MEL
AGCHRA,RCT30208AG,811310-5002S-AG,811310-5002S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30207REB,810358-5004S-REB,Mazda CX5 2.2d 175hp 2011> REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30206REB,807489-5002S-REB,Citroen/Peugeot Various HDi 2.0LD REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
PIPE,RCT30206FP,807489-5002S-FP,807489-2 783248 792623 806497 806499 806500 OIL FEED PIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,
OLDUNIT,RCT30205OU,806498-5003S-OU,806498-5003S Old Core Unit,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,
TURB,RCT30205REB,806498-5003S-REB,Ford Various TDCi 2.0d 161hp 2010- REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30209AG,812971-5006S-AG,812971-5006S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30209BNU,,USE RCT30209BNU-ZC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30209REB,812971-5006S-REB,Ford Ranger T6 3.2LD 2013 REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
VNT,RCT30209VNT,,USE RCT30167VNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLDUNIT,RCT30209OU,812971-5006S-OU,812971-5006S Old Core Unit,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TURB,RCT30210BNU-MEL,847671-5002S-BNU-MEL,New Turbocharger 813860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
AGCHRA,RCT30210AG,847671-5002S-AG,847671-5002S A Grade CHRA,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,
PIPE,RCT30210FP,847671-5002S-FP,847671-5002S Oil Feed Pipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,
PIPE,RCT30210FP2,847671-5002S-FP2,Oil Feed Pipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30211REB,818988-5001S-REB,Audi Seat 2.0d 120-143hp 2007> REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30212AG,,USE RCT30316AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLDUNIT,RCT30212OU,,SUPERSEDED TO RCT30316OU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30212R,,USE RCT30316R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REMAN
AGCHRA,RCT30213AG,820371-5001S-AG,820371-5001S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30213BNU-OEM,820371-5001S-BNU-OEM,Honda Civic 1.6 i-DTEC New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30213OU,820371-5001S-OU,820371-5001S Old Core Unit,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30219REB,454061-5010S-REB,Fiat Ducato 2.8TD REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30220AG,819863-5003S-AG,819863-5003S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30220BNU-OEM,819863-5003S-BNU-OEM,Kia Hyundai 1.7d 155hp New OEM Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30220OU,819863-5003S-OU,819863-5003S Old Core Unit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30220R,819863-5003S,Kia Hyundai 1.7d 155hp NO PARTS AVAILABLE - OFFER BNU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30221BNU-OEM,788290-5001S-BNU-OEM,Fiat Lancia 2.0d 165hp 2008> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30221OU,788290-5001S-OU,788290-5001S Old Core Unit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30221R,788290-5001S,Fiat Lancia 2.0d 165hp 2008> Remanufactured Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30221REB,788290-5001S-REB,Fiat Lancia 2.0d 165hp 2008> REBUILT Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30222AG,712290-5002S-AG,712290-5002S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLDUNIT,RCT30222OU,712290-5002S-OU,712290-5002S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30222R,712290-5002S,Smart Car 599cc 2001-2002 M160R3 Remanufactured Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30222REB,712290-5002S-REB,Smart Car 599cc 2001-2002 M160R3 REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30223AG,750441-5005S-AG,750441-5005S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30223BNU-OEM,750441-5005S-BNU-OEM,Nissan X-Trail 2.0 New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30223OU,750441-5005S-OU,750441-5005S Old Core Unit,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TURB,RCT30217REB,804485-5002S-REB,VW Forklift 2.0d 75hp REBUILT Turbocharger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30218AG,452283-5003S-AG,452283-5003S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OLDUNIT,RCT30218OU,452283-5003S-OU,452283-5003S Old Core Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30218R,452283-5003S,Rover 75 Remanufactured Turbo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,REMAN
TURB,RCT30218REB,452283-5003S-REB,Rover 75 REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
AGCHRA,RCT30219AG,454061-5010S-AG,454061-5010S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30219BNU-OEM,454061-5010S-BNU-OEM,Fiat Ducato 2.8TD New OE Turbo,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30219OU,454061-5010S-OU,454061-5010S Old Core Unit,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
AGCHRA,RCT30224AG,750952-5017S-AG,750952-5017S A Grade CHRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30224BNU-OEM,750952-5017S-BNU-OEM,BMW 120D 2.0LD 161HP 2004-2005 New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
OLDUNIT,RCT30224OU,750952-5017S-OU,750952-5017S Old Core Unit,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TURB,RCT30223REB,750441-5005S-REB,Nissan X-Trail 2.0 REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30213REB,820371-5001S-REB,Honda Civic 1.6 i-DTEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30211BNU-OEM,818988-5001S-BNU-OEM,Audi Seat 2.0d 120-143hp 2007> New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
AGCHRA,RCT30211AG,818988-5001S-AG,818988-5001S A Grade CHRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30210REB,847671-5002S-REB,VW Golf TDi 1.6LD 115HP 2012- REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
KIT,RCT30210TGSK,847671-5002S-TGSK,847671-5002S TURBO GASKET RING,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TURB,RCT30214BNU-OEM,821943-5002S-BNU-OEM,Vauxhall Ranault 1.6d 118-158hp 2014> HP SIDE New OEM Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
PIPE,RCT30214FP,821943-5002S-FP,821943-5002S-OIL FEED PIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,
TURB,RCT30214REB,821943-5002S-REB,Vauxhall Renault 1.6d 118-158hp 2014> HP SIDE REBUILT Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB
TURB,RCT30215BNU,,USE RCT30215BNU-ZC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30215BNU-MEL,825246-5002S-BNU-MEL,New Turbocharger 799171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
TURB,RCT30215BNU-OEM,825246-5002S-BNU-OEM,Vauxhall Corsa D 1.3 CDTi New OE Turbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BNU-OEM
